id,original_question,original_answer,clean_question,clean_answer,combined_text,entities,intent,source,url,text_length,word_count,entity_count,processed_at
83,How does hepatitis present in patients?,"hepatitis typically presents with symptoms such as swelling, chest pain, sore throat. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",hepatitis present patient,hepatitis typically present symptom swelling chest pain sore throat early recognition symptom crucial timely medical intervention better outcome,hepatitis present patient hepatitis typically present symptom swelling chest pain sore throat early recognition symptom crucial timely medical intervention better outcome,"{'diseases': ['hepatitis'], 'symptoms': ['chest pain', 'sore throat', 'swelling'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,170,21,4,2025-07-19T20:32:56.958919
84,What signs should I look for with kidney disease?,"Common signs of kidney disease include constipation, vomiting, back pain. If you experience constipation along with other symptoms, seek medical attention promptly.",sign look kidney disease,common sign kidney disease include constipation vomiting back pain experience constipation symptom seek medical attention promptly,sign look kidney disease common sign kidney disease include constipation vomiting back pain experience constipation symptom seek medical attention promptly,"{'diseases': ['kidney disease'], 'symptoms': ['vomiting', 'constipation', 'back pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,155,20,4,2025-07-19T20:32:56.959581
85,What are the early warning signs of pandemic?,"Early warning signs of pandemic may include vomiting, headache. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign pandemic,early warning sign pandemic include vomiting headache symptom develop gradually suddenly depending individual case,early warning sign pandemic early warning sign pandemic include vomiting headache symptom develop gradually suddenly depending individual case,"{'diseases': ['pandemic'], 'symptoms': ['vomiting', 'headache'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,142,18,3,2025-07-19T20:32:56.960222
86,What signs should I look for with depression?,"Common signs of depression include chills, weakness. If you experience chills along with other symptoms, seek medical attention promptly.",sign look depression,common sign depression include chill weakness experience chill symptom seek medical attention promptly,sign look depression common sign depression include chill weakness experience chill symptom seek medical attention promptly,"{'diseases': ['depression'], 'symptoms': ['weakness'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,123,16,2,2025-07-19T20:32:56.960717
87,What are the symptoms of hepatitis?,"The main symptoms of hepatitis include nausea, body aches. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom hepatitis,main symptom hepatitis include nausea body ache symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom hepatitis main symptom hepatitis include nausea body ache symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['hepatitis'], 'symptoms': ['nausea'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,161,20,2,2025-07-19T20:32:56.961376
88,How does malaria present in patients?,"malaria typically presents with symptoms such as body aches, sore throat. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",malaria present patient,malaria typically present symptom body ache sore throat early recognition symptom crucial timely medical intervention better outcome,malaria present patient malaria typically present symptom body ache sore throat early recognition symptom crucial timely medical intervention better outcome,"{'diseases': ['malaria'], 'symptoms': ['sore throat'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,156,20,2,2025-07-19T20:32:56.962046
89,How does hypertension present in patients?,"hypertension typically presents with symptoms such as runny nose, body aches, neck pain. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",hypertension present patient,hypertension typically present symptom runny nose body ache neck pain early recognition symptom crucial timely medical intervention better outcome,hypertension present patient hypertension typically present symptom runny nose body ache neck pain early recognition symptom crucial timely medical intervention better outcome,"{'diseases': ['hypertension'], 'symptoms': ['neck pain', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,175,22,3,2025-07-19T20:32:56.962770
90,What are the early warning signs of osteoporosis?,"Early warning signs of osteoporosis may include loss of smell, sore throat, joint pain. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign osteoporosis,early warning sign osteoporosis include loss smell sore throat joint pain symptom develop gradually suddenly depending individual case,early warning sign osteoporosis early warning sign osteoporosis include loss smell sore throat joint pain symptom develop gradually suddenly depending individual case,"{'diseases': ['osteoporosis'], 'symptoms': ['sore throat', 'joint pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,166,22,3,2025-07-19T20:32:56.963461
91,What are the symptoms of stroke?,"The main symptoms of stroke include sweating, chills, shortness of breath. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom stroke,main symptom stroke include sweating chill shortness breath symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom stroke main symptom stroke include sweating chill shortness breath symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['stroke'], 'symptoms': ['sweating'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,170,21,2,2025-07-19T20:32:56.964163
92,What signs should I look for with pneumonia?,"Common signs of pneumonia include back pain, loss of taste, neck pain. If you experience back pain along with other symptoms, seek medical attention promptly.",sign look pneumonia,common sign pneumonia include back pain loss taste neck pain experience back pain symptom seek medical attention promptly,sign look pneumonia common sign pneumonia include back pain loss taste neck pain experience back pain symptom seek medical attention promptly,"{'diseases': ['pneumonia'], 'symptoms': ['neck pain', 'back pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,141,21,3,2025-07-19T20:32:56.964858
93,How does migraine present in patients?,"migraine typically presents with symptoms such as bleeding, runny nose. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",migraine present patient,migraine typically present symptom bleeding runny nose early recognition symptom crucial timely medical intervention better outcome,migraine present patient migraine typically present symptom bleeding runny nose early recognition symptom crucial timely medical intervention better outcome,"{'diseases': ['migraine'], 'symptoms': ['bleeding', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,156,19,3,2025-07-19T20:32:56.965495
94,What are the symptoms of tuberculosis?,"The main symptoms of tuberculosis include body aches, back pain, headache. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom tuberculosis,main symptom tuberculosis include body ache back pain headache symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom tuberculosis main symptom tuberculosis include body ache back pain headache symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['tuberculosis'], 'symptoms': ['back pain', 'headache'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,179,22,3,2025-07-19T20:32:56.966209
95,What are the early warning signs of migraine?,"Early warning signs of migraine may include neck pain, diarrhea, shortness of breath. These symptoms can develop gradually or suddenly depending on the individual case.",early warning sign migraine,early warning sign migraine include neck pain diarrhea shortness breath symptom develop gradually suddenly depending individual case,early warning sign migraine early warning sign migraine include neck pain diarrhea shortness breath symptom develop gradually suddenly depending individual case,"{'diseases': ['migraine'], 'symptoms': ['diarrhea', 'neck pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,160,21,3,2025-07-19T20:32:56.966887
96,How does covid-19 present in patients?,"covid-19 typically presents with symptoms such as itching, joint pain. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",present patient,typically present symptom itching joint pain early recognition symptom crucial timely medical intervention better outcome,present patient typically present symptom itching joint pain early recognition symptom crucial timely medical intervention better outcome,"{'diseases': [], 'symptoms': ['joint pain', 'itching'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,137,17,2,2025-07-19T20:32:56.967450
97,How does anxiety present in patients?,"anxiety typically presents with symptoms such as back pain, constipation. Early recognition of these symptoms is crucial for timely medical intervention and better outcomes.",anxiety present patient,anxiety typically present symptom back pain constipation early recognition symptom crucial timely medical intervention better outcome,anxiety present patient anxiety typically present symptom back pain constipation early recognition symptom crucial timely medical intervention better outcome,"{'diseases': ['anxiety'], 'symptoms': ['constipation', 'back pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,157,19,3,2025-07-19T20:32:56.968071
99,What are the symptoms of hypertension?,"The main symptoms of hypertension include vomiting, back pain, neck pain. These symptoms may vary in severity and it's important to consult a healthcare provider for proper diagnosis and treatment planning.",symptom hypertension,main symptom hypertension include vomiting back pain neck pain symptom vary severity important consult healthcare provider proper diagnosis treatment planning,symptom hypertension main symptom hypertension include vomiting back pain neck pain symptom vary severity important consult healthcare provider proper diagnosis treatment planning,"{'diseases': ['hypertension'], 'symptoms': ['neck pain', 'vomiting', 'back pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",DiseaseToSymptom,Synthetic,,179,22,4,2025-07-19T20:32:56.969277
100,"What should I do if I have rash, runny nose?","If you're experiencing rash, runny nose, it could be related to hepatitis or other conditions. It's important to consult with a healthcare provider for proper evaluation.",rash runny nose,youre experiencing rash runny nose related hepatitis condition important consult healthcare provider proper evaluation,rash runny nose youre experiencing rash runny nose related hepatitis condition important consult healthcare provider proper evaluation,"{'diseases': ['hepatitis'], 'symptoms': ['rash', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,134,17,3,2025-07-19T20:32:56.969888
101,"I have dizziness, muscle pain, vomiting. What condition might this be?","The combination of dizziness, muscle pain, vomiting could indicate tuberculosis, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",dizziness muscle pain vomiting condition,combination dizziness muscle pain vomiting indicate tuberculosis many condition share similar symptom medical evaluation necessary proper diagnosis care planning,dizziness muscle pain vomiting condition combination dizziness muscle pain vomiting indicate tuberculosis many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': ['tuberculosis'], 'symptoms': ['vomiting', 'dizziness', 'muscle pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,202,24,4,2025-07-19T20:32:56.970660
102,"What disease could cause joint pain, muscle pain, itching?","Symptoms like joint pain, muscle pain, itching can be associated with several conditions including hypertension. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause joint pain muscle pain itching,symptom joint pain muscle pain itching associated several condition including hypertension healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause joint pain muscle pain itching symptom joint pain muscle pain itching associated several condition including hypertension healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['hypertension'], 'symptoms': ['itching', 'joint pain', 'muscle pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,217,26,4,2025-07-19T20:32:56.971563
103,"What should I do if I have dizziness, cough?","If you're experiencing dizziness, cough, it could be related to bronchitis or other conditions. It's important to consult with a healthcare provider for proper evaluation.",dizziness cough,youre experiencing dizziness cough related bronchitis condition important consult healthcare provider proper evaluation,dizziness cough youre experiencing dizziness cough related bronchitis condition important consult healthcare provider proper evaluation,"{'diseases': ['bronchitis'], 'symptoms': ['dizziness', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,135,15,3,2025-07-19T20:32:56.972109
104,"What disease could cause loss of taste, sore throat, constipation?","Symptoms like loss of taste, sore throat, constipation can be associated with several conditions including heart disease. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause loss taste sore throat constipation,symptom loss taste sore throat constipation associated several condition including heart disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause loss taste sore throat constipation symptom loss taste sore throat constipation associated several condition including heart disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['heart disease'], 'symptoms': ['sore throat', 'constipation'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,228,27,3,2025-07-19T20:32:56.972899
105,"What should I do if I have itching, chest pain?","If you're experiencing itching, chest pain, it could be related to obesity or other conditions. It's important to consult with a healthcare provider for proper evaluation.",itching chest pain,youre experiencing itching chest pain related obesity condition important consult healthcare provider proper evaluation,itching chest pain youre experiencing itching chest pain related obesity condition important consult healthcare provider proper evaluation,"{'diseases': ['obesity'], 'symptoms': ['chest pain', 'itching'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,138,17,3,2025-07-19T20:32:56.973494
106,"What should I do if I have constipation, loss of taste?","If you're experiencing constipation, loss of taste, it could be related to covid-19 or other conditions. It's important to consult with a healthcare provider for proper evaluation.",constipation loss taste,youre experiencing constipation loss taste related condition important consult healthcare provider proper evaluation,constipation loss taste youre experiencing constipation loss taste related condition important consult healthcare provider proper evaluation,"{'diseases': [], 'symptoms': ['constipation'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,140,16,1,2025-07-19T20:32:56.974017
107,"What disease could cause joint pain, loss of taste?","Symptoms like joint pain, loss of taste can be associated with several conditions including pneumonia. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause joint pain loss taste,symptom joint pain loss taste associated several condition including pneumonia healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause joint pain loss taste symptom joint pain loss taste associated several condition including pneumonia healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['pneumonia'], 'symptoms': ['joint pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,196,24,2,2025-07-19T20:32:56.974755
108,"Could fatigue, dizziness, diarrhea be a sign of coronavirus?","Yes, fatigue, dizziness, diarrhea can be symptoms of coronavirus. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",fatigue dizziness diarrhea sign,yes fatigue dizziness diarrhea symptom however symptom also occur condition professional medical assessment recommended,fatigue dizziness diarrhea sign yes fatigue dizziness diarrhea symptom however symptom also occur condition professional medical assessment recommended,"{'diseases': [], 'symptoms': ['diarrhea', 'dizziness', 'fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,151,18,3,2025-07-19T20:32:56.975396
109,"I have swelling, diarrhea. What condition might this be?","The combination of swelling, diarrhea could indicate anxiety, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",swelling diarrhea condition,combination swelling diarrhea indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,swelling diarrhea condition combination swelling diarrhea indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': [], 'symptoms': ['swelling', 'diarrhea'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,163,19,2,2025-07-19T20:32:56.976012
110,"What disease could cause abdominal pain, joint pain?","Symptoms like abdominal pain, joint pain can be associated with several conditions including hypertension. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause abdominal pain joint pain,symptom abdominal pain joint pain associated several condition including hypertension healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause abdominal pain joint pain symptom abdominal pain joint pain associated several condition including hypertension healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['hypertension'], 'symptoms': ['abdominal pain', 'joint pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,207,24,3,2025-07-19T20:32:56.976808
111,"Could nausea, back pain, neck pain be a sign of diabetes?","Yes, nausea, back pain, neck pain can be symptoms of diabetes. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",nausea back pain neck pain sign diabetes,yes nausea back pain neck pain symptom diabetes however symptom also occur condition professional medical assessment recommended,nausea back pain neck pain sign diabetes yes nausea back pain neck pain symptom diabetes however symptom also occur condition professional medical assessment recommended,"{'diseases': ['diabetes'], 'symptoms': ['nausea', 'neck pain', 'back pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,169,24,4,2025-07-19T20:32:56.977582
112,"Could swelling, fatigue be a sign of arthritis?","Yes, swelling, fatigue can be symptoms of arthritis. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",swelling fatigue sign arthritis,yes swelling fatigue symptom arthritis however symptom also occur condition professional medical assessment recommended,swelling fatigue sign arthritis yes swelling fatigue symptom arthritis however symptom also occur condition professional medical assessment recommended,"{'diseases': ['arthritis'], 'symptoms': ['swelling', 'fatigue'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,151,18,3,2025-07-19T20:32:56.978163
113,"Could swelling, runny nose, abdominal pain be a sign of pneumonia?","Yes, swelling, runny nose, abdominal pain can be symptoms of pneumonia. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",swelling runny nose abdominal pain sign pneumonia,yes swelling runny nose abdominal pain symptom pneumonia however symptom also occur condition professional medical assessment recommended,swelling runny nose abdominal pain sign pneumonia yes swelling runny nose abdominal pain symptom pneumonia however symptom also occur condition professional medical assessment recommended,"{'diseases': ['pneumonia'], 'symptoms': ['swelling', 'abdominal pain', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,187,24,4,2025-07-19T20:32:56.978913
114,"What disease could cause shortness of breath, chills?","Symptoms like shortness of breath, chills can be associated with several conditions including covid-19. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause shortness breath chill,symptom shortness breath chill associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause shortness breath chill symptom shortness breath chill associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,188,21,0,2025-07-19T20:32:56.979626
115,"What disease could cause body aches, weakness, dizziness?","Symptoms like body aches, weakness, dizziness can be associated with several conditions including cancer. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause body ache weakness dizziness,symptom body ache weakness dizziness associated several condition including cancer healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause body ache weakness dizziness symptom body ache weakness dizziness associated several condition including cancer healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['cancer'], 'symptoms': ['weakness', 'dizziness'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,207,24,3,2025-07-19T20:32:56.980342
116,"I have runny nose, diarrhea. What condition might this be?","The combination of runny nose, diarrhea could indicate flu, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",runny nose diarrhea condition,combination runny nose diarrhea indicate flu many condition share similar symptom medical evaluation necessary proper diagnosis care planning,runny nose diarrhea condition combination runny nose diarrhea indicate flu many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': ['flu'], 'symptoms': ['diarrhea', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,171,22,3,2025-07-19T20:32:56.981009
117,"What should I do if I have neck pain, nausea?","If you're experiencing neck pain, nausea, it could be related to malaria or other conditions. It's important to consult with a healthcare provider for proper evaluation.",neck pain nausea,youre experiencing neck pain nausea related malaria condition important consult healthcare provider proper evaluation,neck pain nausea youre experiencing neck pain nausea related malaria condition important consult healthcare provider proper evaluation,"{'diseases': ['malaria'], 'symptoms': ['nausea', 'neck pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,134,17,3,2025-07-19T20:32:56.981617
118,"Could abdominal pain, cough be a sign of kidney disease?","Yes, abdominal pain, cough can be symptoms of kidney disease. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",abdominal pain cough sign kidney disease,abdominal pain cough symptom kidney disease however symptom also occur condition professional medical assessment recommended,abdominal pain cough sign kidney disease abdominal pain cough symptom kidney disease however symptom also occur condition professional medical assessment recommended,"{'diseases': ['kidney disease'], 'symptoms': ['abdominal pain', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,165,21,3,2025-07-19T20:32:56.982311
119,"What disease could cause runny nose, rash?","Symptoms like runny nose, rash can be associated with several conditions including stroke. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause runny nose rash,symptom runny nose rash associated several condition including stroke healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause runny nose rash symptom runny nose rash associated several condition including stroke healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['stroke'], 'symptoms': ['rash', 'runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,181,22,3,2025-07-19T20:32:56.983037
120,"What disease could cause runny nose, shortness of breath?","Symptoms like runny nose, shortness of breath can be associated with several conditions including liver disease. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause runny nose shortness breath,symptom runny nose shortness breath associated several condition including liver disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause runny nose shortness breath symptom runny nose shortness breath associated several condition including liver disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['liver disease'], 'symptoms': ['runny nose'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,212,25,2,2025-07-19T20:32:56.983854
121,"I have diarrhea, loss of smell. What condition might this be?","The combination of diarrhea, loss of smell could indicate flu, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",diarrhea loss smell condition,combination diarrhea loss smell indicate flu many condition share similar symptom medical evaluation necessary proper diagnosis care planning,diarrhea loss smell condition combination diarrhea loss smell indicate flu many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': ['flu'], 'symptoms': ['diarrhea'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,171,22,2,2025-07-19T20:32:56.984477
122,"What should I do if I have nausea, cough, shortness of breath?","If you're experiencing nausea, cough, shortness of breath, it could be related to hypertension or other conditions. It's important to consult with a healthcare provider for proper evaluation.",nausea cough shortness breath,youre experiencing nausea cough shortness breath related hypertension condition important consult healthcare provider proper evaluation,nausea cough shortness breath youre experiencing nausea cough shortness breath related hypertension condition important consult healthcare provider proper evaluation,"{'diseases': ['hypertension'], 'symptoms': ['nausea', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,165,19,3,2025-07-19T20:32:56.985156
123,"Could cough, headache be a sign of arthritis?","Yes, cough, headache can be symptoms of arthritis. However, these symptoms may also occur in other conditions, so professional medical assessment is recommended.",cough headache sign arthritis,yes cough headache symptom arthritis however symptom also occur condition professional medical assessment recommended,cough headache sign arthritis yes cough headache symptom arthritis however symptom also occur condition professional medical assessment recommended,"{'diseases': ['arthritis'], 'symptoms': ['headache', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,147,18,3,2025-07-19T20:32:56.985734
124,"What should I do if I have cough, loss of smell, headache?","If you're experiencing cough, loss of smell, headache, it could be related to covid-19 or other conditions. It's important to consult with a healthcare provider for proper evaluation.",cough loss smell headache,youre experiencing cough loss smell headache related condition important consult healthcare provider proper evaluation,cough loss smell headache youre experiencing cough loss smell headache related condition important consult healthcare provider proper evaluation,"{'diseases': [], 'symptoms': ['headache', 'cough'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,144,18,2,2025-07-19T20:32:56.986329
125,"What disease could cause body aches, vomiting?","Symptoms like body aches, vomiting can be associated with several conditions including flu. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause body ache vomiting,symptom body ache vomiting associated several condition including flu healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause body ache vomiting symptom body ache vomiting associated several condition including flu healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['flu'], 'symptoms': ['vomiting'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,184,22,2,2025-07-19T20:32:56.987063
126,"What disease could cause neck pain, headache?","Symptoms like neck pain, headache can be associated with several conditions including liver disease. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause neck pain headache,symptom neck pain headache associated several condition including liver disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause neck pain headache symptom neck pain headache associated several condition including liver disease healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': ['liver disease'], 'symptoms': ['neck pain', 'headache'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,194,23,3,2025-07-19T20:32:56.987827
127,"What disease could cause diarrhea, loss of smell?","Symptoms like diarrhea, loss of smell can be associated with several conditions including sars-cov-2. A healthcare professional should evaluate these symptoms for accurate diagnosis and appropriate treatment.",disease cause diarrhea loss smell,symptom diarrhea loss smell associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,disease cause diarrhea loss smell symptom diarrhea loss smell associated several condition including healthcare professional evaluate symptom accurate diagnosis appropriate treatment,"{'diseases': [], 'symptoms': ['diarrhea'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,182,21,1,2025-07-19T20:32:56.988486
128,"I have chills, chest pain. What condition might this be?","The combination of chills, chest pain could indicate common cold, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",chill chest pain condition,combination chill chest pain indicate common cold many condition share similar symptom medical evaluation necessary proper diagnosis care planning,chill chest pain condition combination chill chest pain indicate common cold many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': ['common cold'], 'symptoms': ['chest pain'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,173,23,2,2025-07-19T20:32:56.989187
129,"I have fever, shortness of breath. What condition might this be?","The combination of fever, shortness of breath could indicate coronavirus, but many conditions share similar symptoms. Medical evaluation is necessary for proper diagnosis and care planning.",fever shortness breath condition,combination fever shortness breath indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,fever shortness breath condition combination fever shortness breath indicate many condition share similar symptom medical evaluation necessary proper diagnosis care planning,"{'diseases': [], 'symptoms': ['fever'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,173,21,1,2025-07-19T20:32:56.989857
130,"What should I do if I have joint pain, bleeding, chills?","If you're experiencing joint pain, bleeding, chills, it could be related to sars-cov-2 or other conditions. It's important to consult with a healthcare provider for proper evaluation.",joint pain bleeding chill,youre experiencing joint pain bleeding chill related condition important consult healthcare provider proper evaluation,joint pain bleeding chill youre experiencing joint pain bleeding chill related condition important consult healthcare provider proper evaluation,"{'diseases': [], 'symptoms': ['joint pain', 'bleeding'], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",SymptomToDisease,Synthetic,,144,18,2,2025-07-19T20:32:56.990526
